row_id,row_granularity,year,year_label,macro_period,dynasty_name,polity_name,polity_aliases,polity_type,polity_start_year,polity_start_label,polity_end_year,polity_end_label,polity_date_raw,polity_date_precision,historical_geography_raw,modern_admin_units_raw,capital_historical,capital_modern,ruling_family_or_clan,ethnicity_or_group,founder,last_ruler,destroyed_by_or_successor,polity_source_titles,polity_source_urls,polity_source_raw,confidence_score,confidence_note,calendar_system_note,ruler_name,ruler_title,ruler_temple_name,ruler_posthumous_name,ruler_personal_name,ruler_reign_start_year,ruler_reign_start_label,ruler_reign_end_year,ruler_reign_end_label,ruler_reign_raw,ruler_reign_precision,era_names,ruler_source_title,ruler_source_url,ruler_source_section,ruler_confidence_score,ruler_confidence_note
131,polity_metadata,,,周,周代诸侯国,鄂國,,诸侯国/古国,,,,,商代－？,,,湖北省隨州市安居鎮,,,姞姓鄂氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄂國; 今地:湖北省隨州市安居鎮; 起迄年:商代－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
132,polity_metadata,,,周,周代诸侯国,鄅國,,诸侯国/古国,,,,,,,,山東省臨沂市、兰陵縣、沂南縣一帶,,,妘姓禹氏,,,,魯國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄅國; 今地:山東省臨沂市、兰陵縣、沂南縣一帶; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
133,polity_metadata,,,周,周代诸侯国,鄋瞒,,诸侯国/古国,,,-594,前594年,？－前594年,partial,,,,,,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄋瞒; 今地:; 起迄年:？－前594年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
134,polity_metadata,,,周,周代诸侯国,鄖國,,诸侯国/古国,,,,,,,,湖北省安陸市,,,嬴姓 一說為妘姓或姬姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄖國; 今地:湖北省安陸市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
135,polity_metadata,,,周,周代诸侯国,鄟國,,诸侯国/古国,,,-585,前585年,？－前585年,partial,,山東省郯城縣東北,,,,,,,魯國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄟國; 今地:山東省郯城縣東北; 起迄年:？－前585年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
136,polity_metadata,,,周,周代诸侯国,鄢國,,诸侯国/古国,,,,,,,,河南省鄢陵縣西北,,,,,,,鄭國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄢國; 今地:河南省鄢陵縣西北; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
137,polity_metadata,,,周,周代诸侯国,鄣國,,诸侯国/古国,,,-664,前664年,？－前664年,partial,,山東省平陰縣,,,姜姓章氏,,,,齊國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄣國; 今地:山東省平陰縣; 起迄年:？－前664年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
138,polity_metadata,,,周,周代诸侯国,鄧國,,诸侯国/古国,,,-678,前678年,商代－前678年,partial,,湖北省襄阳市北 （一說河南省鄧州市）,,,曼姓鄧氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄧國; 今地:湖北省襄阳市北 （一說河南省鄧州市）; 起迄年:商代－前678年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
139,polity_metadata,,,周,周代诸侯国,鄫國,鄫國（繒國）,诸侯国/古国,,,-567,前567年,夏代－前567年,partial,,山東省棗莊市東,,,姒姓曾氏,,,,莒國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄫國（繒國）; 今地:山東省棗莊市東; 起迄年:夏代－前567年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
140,polity_metadata,,,周,周代诸侯国,鄶國,,诸侯国/古国,,,-769,前769年,？－前769年,partial,,河南省新密市東北,,,妘姓,,,,鄭國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄶國; 今地:河南省新密市東北; 起迄年:？－前769年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
141,polity_metadata,,,周,周代诸侯国,鄾國,,诸侯国/古国,,,,,,,,湖北省襄阳市襄州区张湾镇,,,曼姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鄾國; 今地:湖北省襄阳市襄州区张湾镇; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
142,polity_metadata,,,周,周代诸侯国,鍾吾國,,诸侯国/古国,,,-518,前518年,？－前518年,partial,,江蘇省宿遷市,,,,,,,吳國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鍾吾國; 今地:江蘇省宿遷市; 起迄年:？－前518年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
143,polity_metadata,,,周,周代诸侯国,鍾離國,,诸侯国/古国,,,,,,,,安徽省鳳陽縣,,,嬴姓鍾離氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鍾離國; 今地:安徽省鳳陽縣; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
144,polity_metadata,,,周,周代诸侯国,鐸辰,,诸侯国/古国,,,-593,前593年,？－前593年,partial,,,,,媿姓,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鐸辰; 今地:; 起迄年:？－前593年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
145,polity_metadata,,,周,周代诸侯国,鑄國,,诸侯国/古国,,,,,,,,山東省肥城市、寧陽縣界之鑄鄉,,,祁姓,,,,齊國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鑄國; 今地:山東省肥城市、寧陽縣界之鑄鄉; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
146,polity_metadata,,,周,周代诸侯国,長狄,,诸侯国/古国,,,,,,,,,,,漆姓,,,,晋国,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:長狄; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
147,polity_metadata,,,周,周代诸侯国,阚国,,诸侯国/古国,,,,,,,,山东省嘉祥县北,,,阚氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:阚国; 今地:山东省嘉祥县北; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
148,polity_metadata,,,周,周代诸侯国,陰國,,诸侯国/古国,,,-532,前532年,？－前532年,partial,,湖北省老河口市,,,姬姓陰氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:陰國; 今地:湖北省老河口市; 起迄年:？－前532年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
149,polity_metadata,,,周,周代诸侯国,陸渾戎,,诸侯国/古国,,,-525,前525年,？－前525年,partial,,,,,,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:陸渾戎; 今地:; 起迄年:？－前525年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
150,polity_metadata,,,周,周代诸侯国,陽國,,诸侯国/古国,,,-660,前660年,？－前660年,partial,,山東省沂水縣,,,姬姓陽氏,,,,齊國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:陽國; 今地:山東省沂水縣; 起迄年:？－前660年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
151,polity_metadata,,,周,周代诸侯国,陽禺國,,诸侯国/古国,,,,,,,,廣東省清遠市,,,,,,,秦國？,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:陽禺國; 今地:廣東省清遠市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
152,polity_metadata,,,周,周代诸侯国,隨国,,诸侯国/古国,,,,,,,,湖北省隨州市,,,姬姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:隨国; 今地:湖北省隨州市; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
153,polity_metadata,,,周,周代诸侯国,雍國,,诸侯国/古国,,,-1046,前1046年,前1046年－？,partial,,河南省修武縣,,,姬姓雍氏,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:雍國; 今地:河南省修武縣; 起迄年:前1046年－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
154,polity_metadata,,,周,周代诸侯国,霸國,,诸侯国/古国,,,,,,,,山西省临汾市翼城县,,,媿姓霸氏,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:霸國; 今地:山西省临汾市翼城县; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
155,polity_metadata,,,周,周代诸侯国,韋國,,诸侯国/古国,,,,,前11世纪－？,,,河南省滑县东南五十里的妹村一带，后迁至山东省成武县，又西迁于彭国（今江苏省徐州市）,,,姬姓韋氏,,,,,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:韋國; 今地:河南省滑县东南五十里的妹村一带，后迁至山东省成武县，又西迁于彭国（今江苏省徐州市）; 起迄年:前11世纪－？; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
156,polity_metadata,,,周,周代诸侯国,項國,,诸侯国/古国,,,-643,前643年,？－前643年,partial,,河南省項城市,,,姬姓項氏,,,,魯國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:項國; 今地:河南省項城市; 起迄年:？－前643年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
157,polity_metadata,,,周,周代诸侯国,須句國,,诸侯国/古国,,,-639,前639年,？－前639年,partial,,山東省東平縣西須句城,,,風姓,,,,邾國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:須句國; 今地:山東省東平縣西須句城; 起迄年:？－前639年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
158,polity_metadata,,,周,周代诸侯国,顓臾國,,诸侯国/古国,,,,,,,,山東省平邑縣,,,風姓,,,,秦國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:顓臾國; 今地:山東省平邑縣; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
159,polity_metadata,,,周,周代诸侯国,養國,,诸侯国/古国,,,-528,前528年,？－前528年,partial,,安徽省临泉县杨桥镇,,,嬴姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:養國; 今地:安徽省临泉县杨桥镇; 起迄年:？－前528年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
160,polity_metadata,,,周,周代诸侯国,驪戎,,诸侯国/古国,,,,,,,,,,,姬姓,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:驪戎; 今地:; 起迄年:; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
161,polity_metadata,,,周,周代诸侯国,魷國,魷國（魚國）,诸侯国/古国,,,-612,前612年,？－前612年,partial,,鱼复（今重庆奉节白帝城）,,,儿姓,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:魷國（魚國）; 今地:鱼复（今重庆奉节白帝城）; 起迄年:？－前612年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
162,polity_metadata,,,周,周代诸侯国,鮮虞國,,诸侯国/古国,,,-506,前506年,？－前506年（重建為中山國）,partial,,,,,姬姓,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鮮虞國; 今地:; 起迄年:？－前506年（重建為中山國）; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
163,polity_metadata,,,周,周代诸侯国,麇国,,诸侯国/古国,,,-611,前611年,？－前611年,partial,,湖北省鄖縣,,,,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:麇国; 今地:湖北省鄖縣; 起迄年:？－前611年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
164,polity_metadata,,,周,周代诸侯国,黃國,,诸侯国/古国,,,-648,前648年,商代－前648年,partial,,河南省潢川縣,,,嬴姓黃氏,,,,楚國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:黃國; 今地:河南省潢川縣; 起迄年:商代－前648年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
165,polity_metadata,,,周,周代诸侯国,黄國,,诸侯国/古国,,,,,姬姓,,,山西汾河沿岸,,,,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:黄國; 今地:山西汾河沿岸; 起迄年:姬姓; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
166,polity_metadata,,,周,周代诸侯国,黎國,,诸侯国/古国,,,-604,前604年,？－前604年,partial,,山西省黎城縣東北,,,祁姓黎氏,,,,潞氏,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:黎國; 今地:山西省黎城縣東北; 起迄年:？－前604年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
167,polity_metadata,,,周,周代诸侯国,鼓國,,诸侯国/古国,,,-521,前521年,？－前521年,partial,,河北省晉州市西,,,姬姓,,,,晉國,周代诸侯国列表 - 维基百科,https://zh.wikipedia.org/wiki/%E5%91%A8%E4%BB%A3%E8%AB%B8%E4%BE%AF%E5%9C%8B%E5%88%97%E8%A1%A8,國名:鼓國; 今地:河北省晉州市西; 起迄年:？－前521年; 出處:,55,周代诸侯国列表条目本身标注需要补充来源；已保留原始出处字段供复核,BCE years are negative integers; there is no year 0; ranges are expanded inclusively when start and end years are parseable.,,,,,,,,,,,,,,,,,
